student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob,cluster,cluster_label
76,1,high,6,0.27,-0.93,6,6,0.74,0.0,0.0,0.0,0.0,,0,0.0,2,0.17,1,Chronic Disengagement
76,2,high,3,0.15,-1.0,4,5,0.78,-3.0,0.12,2.0,0.07,0.471,1,0.171,2,0.21,2,Sudden Drop-off
76,3,high,4,0.0,-1.0,6,2,0.72,-1.0,0.27,1.333,0.07,0.353,0,0.143,2,0.3,3,Chronic Disengagement
76,4,high,3,0.0,-1.0,3,5,0.46,-0.8,0.27,2.25,0.07,0.354,0,0.135,2,0.21,3,Chronic Disengagement
76,5,high,1,0.0,-1.0,4,5,0.27,-1.0,0.27,1.8,0.07,0.534,1,0.143,2,0.25,2,Sudden Drop-off
76,6,high,2,0.0,-1.0,3,4,0.35,-0.771,0.27,1.867,0.07,0.544,0,0.134,2,0.21,3,Chronic Disengagement
76,7,high,0,0.0,-1.0,2,0,0.16,-0.821,0.27,2.333,0.07,0.728,1,0.136,2,0.19,2,Sudden Drop-off
76,8,high,1,0.0,-1.0,2,3,0.04,-0.69,0.27,2.5,0.07,0.771,0,0.131,2,0.18,3,Chronic Disengagement
77,1,low,15,0.97,0.37,1,6,0.86,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
77,2,low,11,0.93,0.42,1,7,0.89,-4.0,0.04,0.0,-0.05,0.218,0,0.174,0,0.09,1,Chronic Disengagement
77,3,low,11,0.92,0.31,1,2,0.75,-2.0,0.05,0.0,0.06,0.187,0,0.105,0,0.08,1,Chronic Disengagement
77,4,low,14,0.91,0.27,0,5,0.56,-0.3,0.06,0.25,0.1,0.162,0,0.046,0,0.04,1,Chronic Disengagement
77,5,low,10,0.89,0.29,1,4,0.73,-0.7,0.08,0.2,0.08,0.178,0,0.066,0,0.08,1,Chronic Disengagement
77,6,low,13,0.83,0.31,1,3,0.8,-0.286,0.14,0.167,0.06,0.159,0,0.068,0,0.1,1,Chronic Disengagement
77,7,low,9,0.82,0.17,1,4,0.88,-0.536,0.15,0.143,0.2,0.185,0,0.099,0,0.12,1,Chronic Disengagement
77,8,low,11,0.84,0.3,0,3,0.46,-0.429,0.13,0.214,0.07,0.175,0,0.071,0,0.07,1,Chronic Disengagement
78,1,medium,8,0.56,0.13,1,4,0.76,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
78,2,medium,10,0.47,-0.07,2,7,0.91,2.0,0.09,0.5,0.2,0.157,0,0.057,1,0.12,1,Chronic Disengagement
78,3,medium,6,0.42,-0.17,3,4,0.48,-1.0,0.14,1.0,0.3,0.25,0,0.127,1,0.2,3,Chronic Disengagement
78,4,medium,8,0.34,-0.06,2,4,0.65,-0.4,0.22,0.667,0.19,0.204,0,0.117,1,0.18,3,Chronic Disengagement
78,5,medium,9,0.29,-0.15,2,2,0.42,-0.0,0.27,0.5,0.28,0.181,0,0.13,1,0.21,3,Chronic Disengagement
78,6,medium,5,0.18,-0.23,3,6,0.45,-0.457,0.38,0.567,0.36,0.243,0,0.196,1,0.29,3,Chronic Disengagement
78,7,medium,7,0.15,-0.37,3,5,0.63,-0.357,0.41,0.571,0.5,0.227,0,0.22,1,0.32,3,Chronic Disengagement
78,8,medium,6,0.13,-0.38,2,0,0.38,-0.369,0.43,0.5,0.51,0.228,0,0.229,1,0.31,3,Chronic Disengagement
79,1,high,4,0.43,-0.17,5,6,0.62,0.0,0.0,0.0,0.0,,0,0.0,2,0.14,1,Chronic Disengagement
79,2,high,4,0.37,-0.34,3,7,0.54,0.0,0.06,2.0,0.17,0.0,0,0.042,2,0.13,1,Chronic Disengagement
79,3,high,4,0.22,-0.55,3,1,0.69,-0.0,0.21,1.333,0.38,0.0,0,0.121,2,0.22,3,Chronic Disengagement
79,4,high,2,0.06,-0.56,4,3,0.42,-0.6,0.37,0.917,0.39,0.286,1,0.202,2,0.32,2,Sudden Drop-off
79,5,high,3,0.04,-0.73,3,5,0.47,-0.4,0.39,0.8,0.56,0.263,0,0.222,2,0.33,3,Chronic Disengagement
79,6,high,1,0.0,-0.9,5,4,0.23,-0.571,0.43,0.967,0.73,0.422,1,0.265,2,0.42,2,Sudden Drop-off
79,7,high,2,0.0,-1.0,6,0,0.0,-0.464,0.43,1.476,0.83,0.425,0,0.273,2,0.47,0,Emotional Distress
79,8,high,1,0.0,-1.0,4,2,0.15,-0.464,0.43,1.268,0.83,0.496,1,0.273,2,0.41,2,Sudden Drop-off
80,1,medium,4,0.77,-0.12,2,2,0.85,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
80,2,medium,3,0.66,-0.02,2,7,0.67,-1.0,0.11,0.0,-0.1,0.202,0,0.078,1,0.11,1,Chronic Disengagement
80,3,medium,7,0.65,-0.08,2,7,0.6,1.5,0.12,0.0,-0.04,0.446,0,0.042,1,0.11,1,Chronic Disengagement
80,4,medium,4,0.57,-0.22,2,3,0.61,0.4,0.2,0.0,0.1,0.385,0,0.083,1,0.15,1,Chronic Disengagement
80,5,medium,3,0.46,-0.35,3,5,0.57,-0.1,0.31,0.2,0.23,0.391,0,0.141,1,0.24,3,Chronic Disengagement
80,6,medium,6,0.45,-0.23,3,3,0.43,0.2,0.32,0.267,0.11,0.365,0,0.126,1,0.23,3,Chronic Disengagement
80,7,medium,5,0.33,-0.46,3,4,0.38,0.179,0.44,0.286,0.34,0.331,0,0.196,1,0.31,3,Chronic Disengagement
80,8,medium,5,0.28,-0.35,2,5,0.54,0.155,0.49,0.268,0.23,0.304,0,0.2,1,0.29,3,Chronic Disengagement
81,1,high,5,0.58,-0.79,6,7,0.91,0.0,0.0,0.0,0.0,,0,0.0,2,0.17,1,Chronic Disengagement
81,2,high,5,0.38,-1.0,2,2,0.66,0.0,0.2,8.0,0.21,0.0,0,0.096,2,0.17,1,Chronic Disengagement
81,3,high,3,0.34,-1.0,3,1,0.44,-1.0,0.24,4.333,0.21,0.266,0,0.15,2,0.22,3,Chronic Disengagement
81,4,high,1,0.19,-1.0,2,2,0.37,-1.4,0.39,3.583,0.21,0.547,1,0.219,2,0.26,2,Sudden Drop-off
81,5,high,5,0.11,-1.0,5,1,0.2,-0.4,0.47,3.3,0.21,0.471,0,0.207,2,0.37,3,Chronic Disengagement
81,6,high,1,0.0,-1.0,5,2,0.27,-0.629,0.58,2.967,0.21,0.59,1,0.254,2,0.41,2,Sudden Drop-off
81,7,high,2,0.0,-1.0,3,2,0.05,-0.536,0.58,2.571,0.21,0.593,0,0.251,2,0.36,0,Emotional Distress
81,8,high,2,0.0,-1.0,4,2,0.0,-0.452,0.58,2.214,0.21,0.591,0,0.247,2,0.38,0,Emotional Distress
82,1,medium,8,0.64,0.34,3,7,0.94,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
82,2,medium,11,0.54,0.27,1,7,0.87,3.0,0.1,2.0,0.07,0.223,0,0.044,1,0.08,1,Chronic Disengagement
82,3,medium,10,0.51,0.27,2,2,0.79,1.0,0.13,1.0,0.07,0.158,0,0.054,1,0.12,1,Chronic Disengagement
82,4,medium,8,0.48,0.28,1,4,0.76,-0.1,0.16,0.917,0.06,0.162,0,0.067,1,0.1,1,Chronic Disengagement
82,5,medium,9,0.35,0.18,1,6,0.57,-0.1,0.29,0.8,0.16,0.142,0,0.126,1,0.17,3,Chronic Disengagement
82,6,medium,8,0.3,0.03,1,5,0.65,-0.229,0.34,0.7,0.31,0.141,0,0.167,1,0.21,3,Chronic Disengagement
82,7,medium,5,0.22,-0.0,1,6,0.35,-0.571,0.42,0.619,0.34,0.226,0,0.212,1,0.25,3,Chronic Disengagement
82,8,medium,3,0.19,-0.12,2,1,0.56,-0.833,0.45,0.571,0.46,0.336,0,0.248,1,0.31,3,Chronic Disengagement
83,1,high,5,0.29,0.05,3,7,0.77,0.0,0.0,0.0,0.0,,0,0.0,2,0.09,1,Chronic Disengagement
83,2,high,0,0.2,-0.03,3,6,0.76,-5.0,0.09,0.0,0.08,1.414,1,0.241,2,0.19,2,Sudden Drop-off
83,3,high,1,0.02,-0.33,6,1,0.56,-2.0,0.27,3.0,0.38,1.323,0,0.222,2,0.36,0,Emotional Distress
83,4,high,2,0.0,-0.37,5,5,0.26,-0.8,0.29,2.25,0.42,1.08,0,0.186,2,0.33,0,Emotional Distress
83,5,high,2,0.0,-0.41,2,5,0.52,-0.4,0.29,2.7,0.46,0.935,0,0.175,2,0.24,0,Emotional Distress
83,6,high,2,0.0,-0.61,2,2,0.29,-0.229,0.29,2.7,0.66,0.837,0,0.193,2,0.27,0,Emotional Distress
83,7,high,0,0.0,-0.76,5,0,0.12,-0.357,0.29,2.571,0.81,0.994,1,0.217,2,0.38,2,Sudden Drop-off
83,8,high,0,0.0,-0.79,4,0,0.0,-0.381,0.29,2.214,0.84,1.127,0,0.222,2,0.35,0,Emotional Distress
84,1,medium,7,0.65,0.41,3,7,0.64,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
84,2,medium,5,0.58,0.27,1,6,0.92,-2.0,0.07,2.0,0.14,0.236,0,0.122,1,0.1,1,Chronic Disengagement
84,3,medium,7,0.56,0.26,2,4,0.56,-0.0,0.09,1.0,0.15,0.182,0,0.05,1,0.11,1,Chronic Disengagement
84,4,medium,7,0.52,0.27,3,5,0.72,0.2,0.13,0.917,0.14,0.154,0,0.063,1,0.16,1,Chronic Disengagement
84,5,medium,5,0.47,0.09,1,4,0.63,-0.2,0.18,1.0,0.32,0.177,0,0.111,1,0.15,3,Chronic Disengagement
84,6,medium,3,0.39,0.08,2,3,0.42,-0.571,0.26,0.8,0.33,0.288,0,0.155,1,0.21,3,Chronic Disengagement
84,7,medium,5,0.27,-0.04,1,2,0.38,-0.429,0.38,0.81,0.45,0.271,0,0.206,1,0.25,3,Chronic Disengagement
84,8,medium,2,0.29,-0.13,2,3,0.26,-0.583,0.36,0.696,0.54,0.368,1,0.217,1,0.28,2,Sudden Drop-off
85,1,low,17,0.89,0.32,1,7,0.62,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
85,2,low,12,0.9,0.35,1,4,0.94,-5.0,-0.01,0.0,-0.03,0.244,0,0.2,0,0.09,1,Chronic Disengagement
85,3,low,16,0.82,0.37,0,4,0.64,-0.5,0.07,0.333,-0.05,0.176,0,0.045,0,0.03,1,Chronic Disengagement
85,4,low,16,0.81,0.3,0,3,0.9,0.1,0.08,0.333,0.02,0.145,0,0.03,0,0.04,1,Chronic Disengagement
85,5,low,14,0.8,0.28,0,7,0.6,-0.2,0.09,0.3,0.04,0.133,0,0.044,0,0.04,1,Chronic Disengagement
85,6,low,13,0.78,0.21,0,5,0.55,-0.4,0.11,0.267,0.11,0.134,0,0.068,0,0.06,1,Chronic Disengagement
85,7,low,15,0.78,0.16,0,3,0.6,-0.214,0.11,0.238,0.16,0.122,0,0.067,0,0.07,1,Chronic Disengagement
85,8,low,13,0.78,0.21,1,2,0.62,-0.286,0.11,0.268,0.11,0.122,0,0.064,0,0.09,1,Chronic Disengagement
86,1,low,19,0.84,0.71,0,7,0.81,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
86,2,low,17,0.81,0.78,1,2,0.61,-2.0,0.03,0.5,-0.07,0.079,0,0.09,0,0.06,1,Chronic Disengagement
86,3,low,17,0.83,0.67,0,6,0.75,-1.0,0.01,0.333,0.04,0.065,0,0.049,0,0.02,1,Chronic Disengagement
86,4,low,16,0.82,0.67,0,4,0.78,-0.9,0.02,0.25,0.04,0.073,0,0.048,0,0.02,1,Chronic Disengagement
86,5,low,14,0.78,0.73,0,5,0.61,-1.1,0.06,0.2,-0.02,0.109,0,0.065,0,0.04,1,Chronic Disengagement
86,6,low,15,0.76,0.74,1,6,0.6,-0.857,0.08,0.267,-0.03,0.107,0,0.062,0,0.07,1,Chronic Disengagement
86,7,low,16,0.76,0.62,0,3,0.65,-0.571,0.08,0.238,0.09,0.098,0,0.062,0,0.05,1,Chronic Disengagement
86,8,low,14,0.65,0.56,1,2,0.64,-0.571,0.19,0.268,0.15,0.106,0,0.108,0,0.13,1,Chronic Disengagement
87,1,low,7,0.85,0.73,1,4,0.74,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
87,2,low,5,0.78,0.58,0,7,0.77,-2.0,0.07,0.5,0.15,0.236,0,0.123,0,0.07,1,Chronic Disengagement
87,3,low,9,0.81,0.57,0,6,0.79,1.0,0.04,0.333,0.16,0.286,0,0.034,0,0.04,1,Chronic Disengagement
87,4,low,9,0.74,0.59,0,4,0.55,1.0,0.11,0.25,0.14,0.255,0,0.056,0,0.06,1,Chronic Disengagement
87,5,low,9,0.78,0.62,0,3,0.53,0.8,0.07,0.2,0.11,0.229,0,0.038,0,0.04,1,Chronic Disengagement
87,6,low,9,0.69,0.51,0,3,0.89,0.629,0.16,0.167,0.22,0.209,0,0.084,0,0.1,1,Chronic Disengagement
87,7,low,5,0.74,0.61,0,5,0.53,0.071,0.11,0.143,0.12,0.251,0,0.053,0,0.06,1,Chronic Disengagement
87,8,low,6,0.7,0.43,0,2,0.72,-0.083,0.15,0.125,0.3,0.25,0,0.093,0,0.1,3,Chronic Disengagement
88,1,low,12,0.84,0.95,1,2,0.78,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
88,2,low,10,0.82,0.88,1,6,0.61,-2.0,0.02,0.0,0.07,0.129,0,0.096,0,0.07,1,Chronic Disengagement
88,3,low,10,0.82,0.73,1,7,0.62,-1.0,0.02,0.0,0.22,0.108,0,0.075,0,0.08,1,Chronic Disengagement
88,4,low,8,0.76,0.88,0,4,0.63,-1.2,0.08,0.25,0.07,0.163,0,0.085,0,0.06,1,Chronic Disengagement
88,5,low,9,0.75,0.75,1,5,0.89,-0.8,0.09,0.2,0.2,0.151,0,0.089,0,0.1,1,Chronic Disengagement
88,6,low,8,0.73,0.72,1,3,0.63,-0.714,0.11,0.167,0.23,0.16,0,0.096,0,0.11,1,Chronic Disengagement
88,7,low,7,0.75,0.73,1,3,0.81,-0.714,0.09,0.143,0.22,0.183,0,0.088,0,0.1,1,Chronic Disengagement
88,8,low,10,0.73,0.63,1,3,0.55,-0.405,0.11,0.125,0.32,0.171,0,0.095,0,0.12,1,Chronic Disengagement
89,1,low,13,0.88,0.51,1,7,0.73,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
89,2,low,13,0.86,0.59,0,2,0.86,0.0,0.02,0.5,-0.08,0.0,0,0.007,0,0.01,1,Chronic Disengagement
89,3,low,14,0.81,0.45,1,7,0.89,0.5,0.07,0.333,0.06,0.043,0,0.032,0,0.07,1,Chronic Disengagement
89,4,low,13,0.86,0.47,1,4,0.72,0.1,0.02,0.25,0.04,0.038,0,0.012,0,0.04,1,Chronic Disengagement
89,5,low,11,0.75,0.49,0,7,0.8,-0.4,0.13,0.3,0.02,0.086,0,0.064,0,0.06,1,Chronic Disengagement
89,6,low,10,0.76,0.39,1,4,0.85,-0.629,0.12,0.267,0.12,0.122,0,0.082,0,0.1,1,Chronic Disengagement
89,7,low,14,0.74,0.44,1,2,0.54,-0.214,0.14,0.238,0.07,0.12,0,0.066,0,0.1,1,Chronic Disengagement
89,8,low,14,0.74,0.4,1,7,0.75,-0.024,0.14,0.214,0.11,0.117,0,0.064,0,0.1,1,Chronic Disengagement
90,1,medium,9,0.54,-0.26,3,4,0.61,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
90,2,medium,10,0.51,-0.29,1,7,0.89,1.0,0.03,2.0,0.03,0.074,0,0.014,1,0.04,1,Chronic Disengagement
90,3,medium,8,0.36,-0.22,3,4,0.65,-0.5,0.18,1.333,-0.04,0.111,0,0.083,1,0.16,1,Chronic Disengagement
90,4,medium,7,0.34,-0.46,2,7,0.73,-0.8,0.2,0.917,0.2,0.152,0,0.127,1,0.18,3,Chronic Disengagement
90,5,medium,6,0.27,-0.52,1,4,0.75,-0.9,0.27,1.0,0.26,0.198,0,0.163,1,0.18,3,Chronic Disengagement
90,6,medium,5,0.19,-0.48,3,6,0.38,-0.943,0.35,0.967,0.22,0.249,0,0.188,1,0.27,3,Chronic Disengagement
90,7,medium,6,0.16,-0.48,1,5,0.37,-0.75,0.38,1.0,0.22,0.247,0,0.19,1,0.22,3,Chronic Disengagement
90,8,medium,6,0.14,-0.52,2,4,0.43,-0.607,0.4,0.857,0.26,0.242,0,0.197,1,0.26,3,Chronic Disengagement
91,1,low,16,0.84,0.85,0,4,0.79,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
91,2,low,14,0.75,0.8,1,6,0.88,-2.0,0.09,0.5,0.05,0.094,0,0.118,0,0.1,1,Chronic Disengagement
91,3,low,14,0.77,0.81,0,5,0.72,-1.0,0.07,0.333,0.04,0.079,0,0.07,0,0.05,1,Chronic Disengagement
91,4,low,12,0.7,0.65,0,4,0.82,-1.2,0.14,0.25,0.2,0.117,0,0.122,0,0.1,1,Chronic Disengagement
91,5,low,14,0.7,0.82,1,7,0.65,-0.6,0.14,0.3,0.03,0.101,0,0.077,0,0.1,1,Chronic Disengagement
91,6,low,13,0.66,0.62,1,7,0.85,-0.486,0.18,0.3,0.23,0.096,0,0.111,0,0.14,3,Chronic Disengagement
91,7,low,10,0.65,0.69,1,3,0.5,-0.714,0.19,0.286,0.16,0.142,0,0.115,0,0.14,3,Chronic Disengagement
91,8,low,12,0.65,0.7,0,5,0.49,-0.583,0.19,0.286,0.15,0.138,0,0.109,0,0.1,1,Chronic Disengagement
92,1,high,1,0.43,-0.84,2,6,0.95,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement
92,2,high,1,0.33,-0.94,4,5,0.66,0.0,0.1,2.0,0.1,0.0,0,0.047,2,0.17,1,Chronic Disengagement
92,3,high,0,0.14,-1.0,6,3,0.47,-0.5,0.29,4.0,0.16,0.866,1,0.142,2,0.32,2,Sudden Drop-off
92,4,high,1,0.05,-1.0,3,2,0.34,-0.1,0.38,2.917,0.16,0.667,0,0.157,2,0.26,3,Chronic Disengagement
92,5,high,0,0.0,-1.0,2,3,0.43,-0.2,0.43,2.8,0.16,0.913,1,0.178,2,0.26,2,Sudden Drop-off
92,6,high,0,0.0,-1.0,4,0,0.12,-0.2,0.43,2.3,0.16,1.095,0,0.178,2,0.31,0,Emotional Distress
92,7,high,0,0.0,-1.0,5,1,0.15,-0.179,0.43,2.238,0.16,1.247,0,0.178,2,0.34,0,Emotional Distress
92,8,high,0,0.0,-1.0,3,1,0.0,-0.155,0.43,1.982,0.16,1.38,0,0.177,2,0.28,0,Emotional Distress
93,1,low,20,0.99,0.35,1,2,0.86,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
93,2,low,20,0.94,0.3,0,5,0.86,0.0,0.05,0.5,0.05,0.0,0,0.024,0,0.03,1,Chronic Disengagement
93,3,low,18,0.93,0.31,1,2,0.93,-1.0,0.06,0.333,0.04,0.06,0,0.066,0,0.07,1,Chronic Disengagement
93,4,low,15,0.88,0.22,1,2,0.64,-1.7,0.11,0.25,0.13,0.129,0,0.123,0,0.11,1,Chronic Disengagement
93,5,low,18,0.86,0.36,0,5,0.81,-0.9,0.13,0.3,-0.01,0.113,0,0.081,0,0.06,1,Chronic Disengagement
93,6,low,17,0.86,0.34,1,6,0.82,-0.686,0.13,0.267,0.01,0.105,0,0.074,0,0.09,1,Chronic Disengagement
93,7,low,18,0.83,0.27,1,6,0.51,-0.429,0.16,0.238,0.08,0.096,0,0.083,0,0.11,1,Chronic Disengagement
93,8,low,18,0.81,0.21,1,3,0.62,-0.286,0.18,0.214,0.14,0.089,0,0.092,0,0.12,1,Chronic Disengagement
94,1,low,13,1.0,0.84,0,6,0.87,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
94,2,low,9,0.99,0.71,0,4,0.61,-4.0,0.01,0.0,0.13,0.257,0,0.18,0,0.07,1,Chronic Disengagement
94,3,low,12,0.97,0.77,1,7,0.85,-0.5,0.03,0.333,0.07,0.184,0,0.039,0,0.06,1,Chronic Disengagement
94,4,low,8,0.95,0.73,0,7,0.59,-1.2,0.05,0.25,0.11,0.227,0,0.079,0,0.05,1,Chronic Disengagement
94,5,low,11,0.96,0.69,1,3,0.65,-0.5,0.04,0.3,0.15,0.196,0,0.053,0,0.07,1,Chronic Disengagement
94,6,low,9,0.89,0.73,0,7,0.55,-0.514,0.11,0.267,0.11,0.19,0,0.073,0,0.07,1,Chronic Disengagement
94,7,low,7,0.83,0.63,1,4,0.54,-0.679,0.17,0.286,0.21,0.222,0,0.113,0,0.13,3,Chronic Disengagement
94,8,low,11,0.9,0.65,0,6,0.49,-0.357,0.1,0.268,0.19,0.207,0,0.073,0,0.07,1,Chronic Disengagement
95,1,medium,9,0.67,0.31,3,4,0.93,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
95,2,medium,8,0.64,0.41,3,5,0.77,-1.0,0.03,0.0,-0.1,0.083,0,0.05,1,0.11,1,Chronic Disengagement
95,3,medium,5,0.56,0.27,1,2,0.68,-2.0,0.11,1.333,0.04,0.284,0,0.124,1,0.1,1,Chronic Disengagement
95,4,medium,8,0.54,0.18,3,2,0.67,-0.6,0.13,1.0,0.13,0.231,0,0.086,1,0.16,1,Chronic Disengagement
95,5,medium,6,0.48,0.08,1,4,0.66,-0.6,0.19,1.2,0.23,0.228,0,0.119,1,0.14,3,Chronic Disengagement
95,6,medium,7,0.39,0.19,3,5,0.61,-0.371,0.28,1.067,0.12,0.205,0,0.128,1,0.22,3,Chronic Disengagement
95,7,medium,7,0.29,-0.01,3,5,0.56,-0.25,0.38,0.952,0.32,0.188,0,0.183,1,0.29,3,Chronic Disengagement
95,8,medium,5,0.25,-0.1,2,1,0.22,-0.345,0.42,0.839,0.41,0.212,0,0.212,1,0.29,3,Chronic Disengagement
96,1,medium,6,0.62,0.36,3,7,0.62,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
96,2,medium,4,0.56,0.11,3,4,0.82,-2.0,0.06,0.0,0.25,0.283,0,0.132,1,0.17,1,Chronic Disengagement
96,3,medium,6,0.44,0.17,1,4,0.8,-0.0,0.18,1.333,0.19,0.217,0,0.087,1,0.13,1,Chronic Disengagement
96,4,medium,4,0.37,0.16,3,4,0.78,-0.4,0.25,1.0,0.2,0.231,0,0.128,1,0.22,3,Chronic Disengagement
96,5,medium,5,0.31,0.06,2,4,0.5,-0.2,0.31,0.8,0.3,0.2,0,0.154,1,0.23,3,Chronic Disengagement
96,6,medium,6,0.29,0.01,1,5,0.61,0.029,0.33,0.967,0.35,0.19,0,0.159,1,0.21,3,Chronic Disengagement
96,7,medium,1,0.27,-0.07,1,6,0.36,-0.429,0.35,1.0,0.43,0.397,1,0.193,1,0.23,2,Sudden Drop-off
96,8,medium,4,0.21,-0.21,3,1,0.41,-0.333,0.41,0.982,0.57,0.376,0,0.228,1,0.33,0,Emotional Distress
97,1,high,0,0.53,-0.55,5,2,0.64,0.0,0.0,0.0,0.0,,0,0.0,2,0.14,1,Chronic Disengagement
97,2,high,2,0.4,-0.68,2,4,0.48,2.0,0.13,4.5,0.13,1.414,0,0.062,2,0.13,0,Emotional Distress
97,3,high,1,0.3,-0.74,5,2,0.38,0.5,0.23,3.0,0.19,1.0,1,0.104,2,0.26,2,Sudden Drop-off
97,4,high,0,0.21,-0.82,3,1,0.3,-0.1,0.32,2.25,0.27,1.277,1,0.15,2,0.25,2,Sudden Drop-off
97,5,high,0,0.02,-0.96,3,5,0.47,-0.2,0.51,1.8,0.41,1.491,0,0.238,2,0.35,0,Emotional Distress
97,6,high,0,0.0,-1.0,3,2,0.29,-0.2,0.53,1.5,0.45,1.673,0,0.25,2,0.36,0,Emotional Distress
97,7,high,0,0.0,-1.0,3,0,0.0,-0.179,0.53,1.286,0.45,1.836,0,0.249,2,0.36,0,Emotional Distress
97,8,high,2,0.0,-1.0,5,0,0.03,0.012,0.53,1.411,0.45,1.466,0,0.242,2,0.42,0,Emotional Distress
98,1,medium,4,0.58,-0.04,1,2,0.81,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
98,2,medium,2,0.56,-0.08,2,7,0.67,-2.0,0.02,0.5,0.04,0.471,1,0.092,1,0.09,2,Sudden Drop-off
98,3,medium,2,0.51,-0.08,2,3,0.59,-1.0,0.07,0.333,0.04,0.433,0,0.07,1,0.1,1,Chronic Disengagement
98,4,medium,5,0.4,-0.13,3,3,0.49,0.3,0.18,0.667,0.09,0.462,0,0.074,1,0.17,1,Chronic Disengagement
98,5,medium,4,0.33,-0.28,1,2,0.59,0.3,0.25,0.7,0.24,0.395,0,0.117,1,0.16,3,Chronic Disengagement
98,6,medium,4,0.27,-0.24,2,5,0.61,0.257,0.31,0.567,0.2,0.35,0,0.133,1,0.21,3,Chronic Disengagement
98,7,medium,2,0.24,-0.31,3,5,0.35,0.0,0.34,0.667,0.27,0.382,1,0.153,1,0.26,2,Sudden Drop-off
98,8,medium,4,0.19,-0.41,1,3,0.2,0.06,0.39,0.696,0.37,0.352,0,0.183,1,0.24,3,Chronic Disengagement
99,1,medium,5,0.63,0.16,2,4,0.93,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
99,2,medium,4,0.55,0.19,2,3,0.87,-1.0,0.08,0.0,-0.03,0.157,0,0.068,1,0.1,1,Chronic Disengagement
99,3,medium,4,0.55,0.15,3,4,0.86,-0.5,0.08,0.333,0.01,0.133,0,0.049,1,0.13,1,Chronic Disengagement
99,4,medium,5,0.45,-0.03,1,2,0.43,-0.0,0.18,0.667,0.19,0.128,0,0.087,1,0.13,1,Chronic Disengagement
99,5,medium,6,0.41,0.06,3,2,0.58,0.3,0.22,0.7,0.1,0.174,0,0.09,1,0.19,1,Chronic Disengagement
99,6,medium,3,0.3,-0.06,3,3,0.37,-0.086,0.33,0.667,0.22,0.233,1,0.146,1,0.25,2,Sudden Drop-off
99,7,medium,4,0.25,-0.09,3,6,0.44,-0.107,0.38,0.619,0.25,0.22,0,0.169,1,0.28,3,Chronic Disengagement
99,8,medium,3,0.26,-0.21,2,3,0.37,-0.19,0.37,0.554,0.37,0.244,0,0.183,1,0.26,3,Chronic Disengagement
100,1,low,12,0.82,0.6,1,6,0.65,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
100,2,low,8,0.72,0.65,0,5,0.6,-4.0,0.1,0.5,-0.05,0.283,0,0.195,0,0.09,1,Chronic Disengagement
100,3,low,9,0.74,0.61,0,2,0.93,-1.5,0.08,0.333,-0.01,0.215,0,0.088,0,0.05,1,Chronic Disengagement
100,4,low,7,0.67,0.52,1,7,0.64,-1.4,0.15,0.333,0.08,0.24,0,0.119,0,0.12,1,Chronic Disengagement
100,5,low,7,0.64,0.62,0,4,0.54,-1.1,0.18,0.3,-0.02,0.241,0,0.107,0,0.09,1,Chronic Disengagement
100,6,low,11,0.63,0.52,0,5,0.57,-0.286,0.19,0.267,0.08,0.233,0,0.088,0,0.09,1,Chronic Disengagement
100,7,low,9,0.66,0.52,0,2,0.65,-0.179,0.16,0.238,0.08,0.213,0,0.073,0,0.08,1,Chronic Disengagement
100,8,low,9,0.64,0.42,0,3,0.48,-0.119,0.18,0.214,0.18,0.197,0,0.09,0,0.1,1,Chronic Disengagement
101,1,high,8,0.47,-0.73,3,3,0.87,0.0,0.0,0.0,0.0,,0,0.0,2,0.09,1,Chronic Disengagement
